title,author,date,views,likes,link
Why machines must make us better humans,Steve Brown,13-Mar,3800,115,https://ted.com/talks/steve_brown_why_machines_must_make_us_better_humans
Euclid's puzzling parallel postulate,Jeff Dekofsky,13-Mar,170000,5100,https://ted.com/talks/jeff_dekofsky_euclid_s_puzzling_parallel_postulate
Virtual Choir Live,Eric Whitacre,13-Mar,1200000,37000,https://ted.com/talks/eric_whitacre_virtual_choir_live
Why do we see illusions?,Mark Changizi,13-Mar,150000,4500,https://ted.com/talks/mark_changizi_why_do_we_see_illusions
The infamous and ingenious Ho Chi Minh Trail,Cameron Paterson,13-Mar,885000,26000,https://ted.com/talks/cameron_paterson_the_infamous_and_ingenious_ho_chi_minh_trail
What is verbal irony?,Christopher Warner,13-Mar,1700000,53000,https://ted.com/talks/christopher_warner_what_is_verbal_irony
How Mendel's pea plants helped us understand genetics,Hortensia Jiménez Díaz,13-Mar,3000000,91000,https://ted.com/talks/hortensia_jimenez_diaz_how_mendel_s_pea_plants_helped_us_understand_genetics
The way we think about charity is dead wrong,Dan Pallotta,13-Mar,5200000,157000,https://ted.com/talks/dan_pallotta_the_way_we_think_about_charity_is_dead_wrong
The difference between classical and operant conditioning,Peggy Andover,13-Mar,2500000,77000,https://ted.com/talks/peggy_andover_the_difference_between_classical_and_operant_conditioning
"How to organize, add and multiply matrices",Bill Shillito,13-Mar,464000,13000,https://ted.com/talks/bill_shillito_how_to_organize_add_and_multiply_matrices
How an obese town lost a million pounds,Mick Cornett,13-Apr,1700000,53000,https://ted.com/talks/mick_cornett_how_an_obese_town_lost_a_million_pounds
We need a heroic narrative for death,Amanda Bennett,13-Apr,1200000,38000,https://ted.com/talks/amanda_bennett_we_need_a_heroic_narrative_for_death
Let's treat violence like a contagious disease,Gary Slutkin,13-Apr,861000,25000,https://ted.com/talks/gary_slutkin_let_s_treat_violence_like_a_contagious_disease
How I hacked online dating,Amy Webb,13-Apr,8300000,249000,https://ted.com/talks/amy_webb_how_i_hacked_online_dating
Life that doesn't end with death,Kelli Swazey,13-Apr,1800000,55000,https://ted.com/talks/kelli_swazey_life_that_doesn_t_end_with_death
Better baby care — thanks to Formula 1,Peter van Manen,13-Apr,870000,26000,https://ted.com/talks/peter_van_manen_better_baby_care_thanks_to_formula_1
The fastest ambulance? A motorcycle,Eli Beer,13-Apr,1100000,34000,https://ted.com/talks/eli_beer_the_fastest_ambulance_a_motorcycle
Is the obesity crisis hiding a bigger problem?,Peter Attia,13-Apr,4600000,138000,https://ted.com/talks/peter_attia_is_the_obesity_crisis_hiding_a_bigger_problem
"Love, no matter what",Andrew Solomon,13-Apr,5400000,164000,https://ted.com/talks/andrew_solomon_love_no_matter_what
"Hack a banana, make a keyboard!",Jay Silver,13-Apr,1400000,44000,https://ted.com/talks/jay_silver_hack_a_banana_make_a_keyboard
Why we need strangeness,Maria Bezaitis,13-Apr,1200000,37000,https://ted.com/talks/maria_bezaitis_why_we_need_strangeness
How to escape education's death valley,Sir Ken Robinson,13-Apr,11000000,351000,https://ted.com/talks/sir_ken_robinson_how_to_escape_education_s_death_valley
Grit: The power of passion and perseverance,Angela Lee Duckworth,13-Apr,25000000,773000,https://ted.com/talks/angela_lee_duckworth_grit_the_power_of_passion_and_perseverance
3 rules to spark learning,Ramsey Musallam,13-Apr,3200000,98000,https://ted.com/talks/ramsey_musallam_3_rules_to_spark_learning
How do you know whom to trust?,Ram Neta,13-Apr,908000,27000,https://ted.com/talks/ram_neta_how_do_you_know_whom_to_trust
"If cars could talk, accidents might be avoidable",Jennifer Healey,13-Apr,950000,28000,https://ted.com/talks/jennifer_healey_if_cars_could_talk_accidents_might_be_avoidable
What is Zeno's Dichotomy Paradox?,Colm Kelleher,13-Apr,3400000,104000,https://ted.com/talks/colm_kelleher_what_is_zeno_s_dichotomy_paradox
How is power divided in the United States government?,Belinda Stutzman,13-Apr,2600000,79000,https://ted.com/talks/belinda_stutzman_how_is_power_divided_in_the_united_states_government
What cameras see that our eyes don't,Bill Shribman,13-Apr,368000,11000,https://ted.com/talks/bill_shribman_what_cameras_see_that_our_eyes_don_t
The beginning of the universe for beginners,Tom Whyntie,13-Apr,1100000,33000,https://ted.com/talks/tom_whyntie_the_beginning_of_the_universe_for_beginners
A simple trick to improve positive thinking,Alison Ledgerwood,13-May,6200000,187000,https://ted.com/talks/alison_ledgerwood_a_simple_trick_to_improve_positive_thinking
Play this word game to come up with original ideas,Shimpei Takahashi,13-May,1900000,59000,https://ted.com/talks/shimpei_takahashi_play_this_word_game_to_come_up_with_original_ideas
Why our universe might exist on a knife-edge,Gian Giudice,13-May,2200000,67000,https://ted.com/talks/gian_giudice_why_our_universe_might_exist_on_a_knife_edge
Confessions of a depressed comic,Kevin Breel,13-May,4700000,142000,https://ted.com/talks/kevin_breel_confessions_of_a_depressed_comic
The museum of you,Jake Barton,13-May,832000,24000,https://ted.com/talks/jake_barton_the_museum_of_you
Emergency shelters made from paper,Shigeru Ban,13-May,1800000,55000,https://ted.com/talks/shigeru_ban_emergency_shelters_made_from_paper
Our shared condition — consciousness,John Searle,13-May,1500000,45000,https://ted.com/talks/john_searle_our_shared_condition_consciousness
The orchestra in my mouth,Tom Thum,13-May,34000000,1000000,https://ted.com/talks/tom_thum_the_orchestra_in_my_mouth
Anatomy of a New Yorker cartoon,Bob Mankoff,13-May,1300000,41000,https://ted.com/talks/bob_mankoff_anatomy_of_a_new_yorker_cartoon
How to reduce poverty? Fix homes,Paul Pholeros,13-May,1400000,42000,https://ted.com/talks/paul_pholeros_how_to_reduce_poverty_fix_homes
Gyotaku: The ancient Japanese art of printing fish,K. Erica Dodge,13-May,524000,15000,https://ted.com/talks/k_erica_dodge_gyotaku_the_ancient_japanese_art_of_printing_fish
What on Earth is spin?,Brian Jones,13-May,162000,4800,https://ted.com/talks/brian_jones_what_on_earth_is_spin
Is space trying to kill us?,Ron Shaneyfelt,13-May,352000,10000,https://ted.com/talks/ron_shaneyfelt_is_space_trying_to_kill_us
Why I brought Pac-Man to MoMA,Paola Antonelli,13-May,1000000,30000,https://ted.com/talks/paola_antonelli_why_i_brought_pac_man_to_moma
What is fat?,George Zaidan,13-May,2700000,83000,https://ted.com/talks/george_zaidan_what_is_fat
What's an algorithm?,David J. Malan,13-May,1900000,57000,https://ted.com/talks/david_j_malan_what_s_an_algorithm
Pros and cons of public opinion polls,Jason Robert Jaffe,13-May,212000,6300,https://ted.com/talks/jason_robert_jaffe_pros_and_cons_of_public_opinion_polls
The brilliance of bioluminescence,Leslie Kenna,13-May,2100000,64000,https://ted.com/talks/leslie_kenna_the_brilliance_of_bioluminescence
Four sisters in Ancient Rome,Ray Laurence,13-May,9100000,274000,https://ted.com/talks/ray_laurence_four_sisters_in_ancient_rome
Our failing schools. Enough is enough!,Geoffrey Canada,13-May,2400000,72000,https://ted.com/talks/geoffrey_canada_our_failing_schools_enough_is_enough
"""High School Training Ground""",Malcolm London,13-May,1500000,46000,https://ted.com/talks/malcolm_london_high_school_training_ground
"My story, from gangland daughter to star teacher",Pearl Arredondo,13-May,1200000,36000,https://ted.com/talks/pearl_arredondo_my_story_from_gangland_daughter_to_star_teacher
Teachers need real feedback,Bill Gates,13-May,4500000,135000,https://ted.com/talks/bill_gates_teachers_need_real_feedback
Dark matter: The matter we can't see,James Gillies,13-May,2900000,87000,https://ted.com/talks/james_gillies_dark_matter_the_matter_we_can_t_see
What happened to antimatter?,Rolf Landua,13-May,1500000,47000,https://ted.com/talks/rolf_landua_what_happened_to_antimatter
Big Data,Tim Smith,13-May,541000,16000,https://ted.com/talks/tim_smith_big_data
Every kid needs a champion,Rita Pierson,13-May,13000000,408000,https://ted.com/talks/rita_pierson_every_kid_needs_a_champion
How did feathers evolve?,Carl Zimmer,13-May,862000,25000,https://ted.com/talks/carl_zimmer_how_did_feathers_evolve
What happened when I open-sourced my brain cancer,Salvatore Iaconesi,13-Jun,1100000,35000,https://ted.com/talks/salvatore_iaconesi_what_happened_when_i_open_sourced_my_brain_cancer
"Got a wicked problem? First, tell me how you make toast",Tom Wujec,13-Jun,3600000,109000,https://ted.com/talks/tom_wujec_got_a_wicked_problem_first_tell_me_how_you_make_toast
Our unhealthy obsession with choice,Renata Salecl,13-Jun,1600000,49000,https://ted.com/talks/renata_salecl_our_unhealthy_obsession_with_choice
How to speak so that people want to listen,Julian Treasure,13-Jun,49000000,1400000,https://ted.com/talks/julian_treasure_how_to_speak_so_that_people_want_to_listen
Why science demands a leap into the unknown,Uri Alon,13-Jun,1100000,35000,https://ted.com/talks/uri_alon_why_science_demands_a_leap_into_the_unknown
Why people need poetry,Stephen Burt,13-Jun,1400000,43000,https://ted.com/talks/stephen_burt_why_people_need_poetry
The birds and the bees are just the beginning,Carin Bondar,13-Jun,2600000,79000,https://ted.com/talks/carin_bondar_the_birds_and_the_bees_are_just_the_beginning
"Can we all ""have it all""?",Anne-Marie Slaughter,13-Jun,2200000,67000,https://ted.com/talks/anne_marie_slaughter_can_we_all_have_it_all
The 3 agencies with the power to make or break economies,Annette Heuser,13-Jun,1200000,37000,https://ted.com/talks/annette_heuser_the_3_agencies_with_the_power_to_make_or_break_economies
A new way to grow bone,Molly Stevens,13-Jun,1300000,39000,https://ted.com/talks/molly_stevens_a_new_way_to_grow_bone
"Does the media have a ""duty of care""?",David Puttnam,13-Jun,967000,29000,https://ted.com/talks/david_puttnam_does_the_media_have_a_duty_of_care
How architectural innovations migrate across borders,Teddy Cruz,13-Jun,739000,22000,https://ted.com/talks/teddy_cruz_how_architectural_innovations_migrate_across_borders
Why massive open online courses (still) matter,Anant Agarwal,13-Jun,1500000,47000,https://ted.com/talks/anant_agarwal_why_massive_open_online_courses_still_matter
A little-told tale of sex and sensuality,Shereen El Feki,13-Jun,2400000,73000,https://ted.com/talks/shereen_el_feki_a_little_told_tale_of_sex_and_sensuality
Demo: A needle-free vaccine patch that's safer and way cheaper,Mark Kendall,13-Jun,1100000,33000,https://ted.com/talks/mark_kendall_demo_a_needle_free_vaccine_patch_that_s_safer_and_way_cheaper
How to build an information time machine,Frederic Kaplan,13-Jun,1200000,37000,https://ted.com/talks/frederic_kaplan_how_to_build_an_information_time_machine
Why dieting doesn't usually work,Sandra Aamodt,13-Jun,5100000,154000,https://ted.com/talks/sandra_aamodt_why_dieting_doesn_t_usually_work
Body parts on a chip,Geraldine Hamilton,13-Jun,1700000,51000,https://ted.com/talks/geraldine_hamilton_body_parts_on_a_chip
Invest in social change,Toby Eccles,13-Jun,999000,29000,https://ted.com/talks/toby_eccles_invest_in_social_change
Want to be happy? Be grateful,David Steindl-Rast,13-Jun,8500000,257000,https://ted.com/talks/david_steindl_rast_want_to_be_happy_be_grateful
What is so special about the human brain?,Suzana Herculano-Houzel,13-Jun,3300000,101000,https://ted.com/talks/suzana_herculano_houzel_what_is_so_special_about_the_human_brain
"How your ""working memory"" makes sense of the world",Peter Doolittle,13-Jun,2500000,77000,https://ted.com/talks/peter_doolittle_how_your_working_memory_makes_sense_of_the_world
No roads? There's a drone for that,Andreas Raptopoulos,13-Jun,1000000,32000,https://ted.com/talks/andreas_raptopoulos_no_roads_there_s_a_drone_for_that
Ecology from the air,Greg Asner,13-Jun,814000,24000,https://ted.com/talks/greg_asner_ecology_from_the_air
A drone's-eye view of conservation,Lian Pin Koh,13-Jun,673000,20000,https://ted.com/talks/lian_pin_koh_a_drone_s_eye_view_of_conservation
Massively multi-player… thumb-wrestling?,Jane McGonigal,13-Jun,1200000,37000,https://ted.com/talks/jane_mcgonigal_massively_multi_player_thumb_wrestling
Is China the new idol for emerging economies?,Dambisa Moyo,13-Jun,2600000,79000,https://ted.com/talks/dambisa_moyo_is_china_the_new_idol_for_emerging_economies
The magic of Fibonacci numbers,Arthur Benjamin,13-Jun,8199999,247000,https://ted.com/talks/arthur_benjamin_the_magic_of_fibonacci_numbers
The paralyzed rat that walked,Grégoire Courtine,13-Jun,1000000,30000,https://ted.com/talks/gregoire_courtine_the_paralyzed_rat_that_walked
Why stay in Chernobyl? Because it's home.,Holly Morris,13-Jun,1100000,35000,https://ted.com/talks/holly_morris_why_stay_in_chernobyl_because_it_s_home
"Life in the ""digital now""",Abha Dawesar,13-Jun,1300000,40000,https://ted.com/talks/abha_dawesar_life_in_the_digital_now
"Government — investor, risk-taker, innovator",Mariana Mazzucato,13-Jun,1000000,31000,https://ted.com/talks/mariana_mazzucato_government_investor_risk_taker_innovator
Architecture at home in its community,Xavier Vilalta,13-Jun,1000000,32000,https://ted.com/talks/xavier_vilalta_architecture_at_home_in_its_community
Africa's next boom,Charles Robertson,13-Jun,1300000,39000,https://ted.com/talks/charles_robertson_africa_s_next_boom
Let's go all-in on selling sustainability,Steve Howard,13-Jun,1200000,38000,https://ted.com/talks/steve_howard_let_s_go_all_in_on_selling_sustainability
Who am I? Think again,Hetain Patel,13-Jun,3000000,90000,https://ted.com/talks/hetain_patel_who_am_i_think_again
What will a future without secrets look like?,Alessandro Acquisti,13-Jun,1400000,44000,https://ted.com/talks/alessandro_acquisti_what_will_a_future_without_secrets_look_like
Iran and Israel: Peace is possible,Trita Parsi,13-Jun,816000,24000,https://ted.com/talks/trita_parsi_iran_and_israel_peace_is_possible
Why we shouldn't trust markets with our civic life,Michael Sandel,13-Jun,2300000,70000,https://ted.com/talks/michael_sandel_why_we_shouldn_t_trust_markets_with_our_civic_life
The case for letting business solve social problems,Michael Porter,13-Jun,2600000,78000,https://ted.com/talks/michael_porter_the_case_for_letting_business_solve_social_problems
Psychedelic science,Fabian Oefner,13-Jun,1900000,58000,https://ted.com/talks/fabian_oefner_psychedelic_science
What we don't understand about trust,Onora O'Neill,13-Jun,1700000,53000,https://ted.com/talks/onora_o_neill_what_we_don_t_understand_about_trust
How reliable is your memory?,Elizabeth Loftus,13-Jun,5600000,168000,https://ted.com/talks/elizabeth_loftus_how_reliable_is_your_memory
Why mayors should rule the world,Benjamin Barber,13-Jun,874000,26000,https://ted.com/talks/benjamin_barber_why_mayors_should_rule_the_world
Leather and meat without killing animals,Andras Forgacs,13-Jun,1400000,42000,https://ted.com/talks/andras_forgacs_leather_and_meat_without_killing_animals
Why bees are disappearing,Marla Spivak,13-Jun,3100000,93000,https://ted.com/talks/marla_spivak_why_bees_are_disappearing
The art of misdirection,Apollo Robbins,13-Jun,31000000,933000,https://ted.com/talks/apollo_robbins_the_art_of_misdirection
3 reasons we still haven’t gotten rid of malaria,Sonia Shah,13-Jun,1300000,39000,https://ted.com/talks/sonia_shah_3_reasons_we_still_haven_t_gotten_rid_of_malaria
Your body is my canvas,Alexa Meade,13-Jun,2800000,85000,https://ted.com/talks/alexa_meade_your_body_is_my_canvas
The rise of the new global super-rich,Chrystia Freeland,13-Jun,2300000,69000,https://ted.com/talks/chrystia_freeland_the_rise_of_the_new_global_super_rich
How to make stress your friend,Kelly McGonigal,13-Jun,28000000,855000,https://ted.com/talks/kelly_mcgonigal_how_to_make_stress_your_friend
Making peace is a marathon,May El-Khalil,13-Jun,5300000,159000,https://ted.com/talks/may_el_khalil_making_peace_is_a_marathon
A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,13-Jun,1100000,35000,https://ted.com/talks/steve_ramirez_and_xu_liu_a_mouse_a_laser_beam_a_manipulated_memory
